"","city","mean_ndvi","mean_surface_water","mean_uhi_DayNight","mean_uhi_daytime","mean_uhi_Nighttime"
"1","Tours",5508.30091806952,2.35211267605634,1.55480345215324,0.979328017746748,0.575475434406491
"2","Townsville",4217.66943969546,2.22137404580153,1.04384000936032,0.495423666434606,0.548416342925712
"3","Toyama",3456.61309923754,2.36846543001686,2.43496761119931,2.42422441982366,0.0107431913756466
"4","Tozeur",2704.37561101106,1,-3.07521407068857,-3.38514031325617,0.309926242567599
"5","Trablous",4622.73622768682,2.97385003150599,0.731717994959208,-0.433758207979446,1.16547620293865
"6","Trabzon",6837.71085347491,2.96867900032457,1.11609111075043,0.770722359750506,0.34536875099992
"7","Tralee",6612.52665008317,1.70588235294118,NA,NA,NA
"8","Trancas",4093.53881987578,NA,NA,NA,NA
"9","Trang",6663.12033054328,1.6056338028169,NA,NA,NA
"10","Tranqueras",5951.4871541502,1,NA,NA,NA
"11","Traralgon",4986.33861892583,1.33333333333333,2.34543320799575,2.11267714731066,0.232756060685086
"12","Traverse City",3323.8930607573,2.92261904761905,-0.0325988067404158,-0.255850073475871,0.223251266735456
"13","Treinta y Tres",5414.5076489533,1.31428571428571,0.662501047622608,0.25173289040404,0.410768157218568
"14","Trelew",1903.62109234639,1.61904761904762,0.150996951454185,-0.422429911653911,0.573426863108096
"15","Trento",5726.25622728027,2.29591836734694,2.09758813483238,1.06224718145107,1.03534095338131
"16","Trenton",5544.42974074147,2.18613445378151,1.42330739628862,1.13350871095735,0.289798685331273
"17","Trepassey",4384.81587134854,2.66666666666667,NA,NA,NA
"18","Tres Arroyos",3929.4779171679,1.3,0.784289507220189,0.216634049465259,0.56765545775493
"19","Tres Lagoas",3864.31343157927,1.97142857142857,0.938402556603955,0.506645060663674,0.431757495940281
"20","Treviso",5341.53593673669,1.8671096345515,1.26486489846516,0.618821745499153,0.646043152966004
"21","Trieste",5331.94314402679,2.93957703927492,0.640951935365086,-0.0243377554558571,0.665289690820943
"22","Trindade",5966.2938490106,1.77325581395349,NA,NA,NA
"23","Trinidad1",0,3,0.442307687695655,0.128780528903008,0.313527158792648
"24","Trinidad2",5288.82281848586,1.33928571428571,1.32339884335094,1.00429240231929,0.319106441031655
"25","Tripoli1",2138.24088131865,2.96858638743455,-0.141718765532876,-1.77659390903158,1.6348751434987
"26","Tripoli2",4630.70638972012,NA,0.314978748952087,-0.324055592284391,0.639034341236478
"27","Trivandrum",6197.3395003215,2.6668002969562,0.775184874199718,0.486897508290389,0.28828736590933
"28","Trnava",4238.01590114034,2.22222222222222,0.791151126296383,0.588398238747103,0.202752887549281
"29","Trois Rivieres",3111.21360156594,2.77121771217712,3.1979697607048,2.25376095363319,0.944208807071611
"30","Troitsk",2540.51511771209,2.44444444444444,1.17739194489806,0.469342062376557,0.708049882521502
"31","Trollhattan",4818.81757454407,2.62328767123288,1.45897125498843,0.803100482435878,0.655870772552552
"32","Tromso",2642.61251411075,2.8673647469459,NA,NA,NA
"33","Trondheim",4174.11167697082,2.8475499092559,0.200065532011615,0.221835527516832,-0.0217699955052166
"34","Trout River",2687.17087633582,3,NA,NA,NA
"35","Troyes",4900.91607617679,2.07692307692308,1.65843118931174,1.06666638497025,0.591764804341482
"36","Trujillo1",5874.57720685112,NA,NA,NA,NA
"37","Trujillo2",6043.72369659326,NA,NA,NA,NA
"38","Trujillo3",2018.04557972906,2.6970802919708,2.59740379689115,1.60247243431165,0.994931362579494
"39","Truth or Consequences",1613.63656633222,1.83333333333333,NA,NA,NA
"40","Tsavo",3071.61413043478,NA,NA,NA,NA
"41","Tsetserleg",2554.99699156679,2,NA,NA,NA
"42","Tshabong",1997.08356860531,2,NA,NA,NA
"43","Tshela",6090.47995482778,NA,NA,NA,NA
