"city","mean_swater","err"
"Cluj-Napoca",2.33333333333333,""
"Coalcoman",NA,""
"Coari",2.45070422535211,""
"Coatzacoalcos",2.47772657450077,""
"Cobalt",2.75,""
"Coban",2,""
"Cobija",1.80821917808219,""
"Cobram",1,""
"Coburg",2.42,""
"Cochabamba",1.71270718232044,""
"Cochin",2.70924376112394,""
"Cochrane",2.52,""
"Cody",2.44897959183673,""
"Coffeyville",1.65625,""
"Coffs Harbour",2.45652173913043,""
"Coihaique",1.33333333333333,""
"Coimbatore",1.61904761904762,""
"Coimbra",2.20512820512821,""
"Colac",NA,""
"Colesberg",1.5,""
"Colima",2,""
"Colinas",1,""
"Collipulli",NA,""
"Colombo",2.69218468005391,""
"Colon1",2.11834319526627,""
"Colon2",2.3125,""
"Colorado Springs",1.70915032679739,""
"Columbia1",1.9263335713415,""
"Columbia2",1.99512714209525,""
"Columbia3",2.07630769230769,""
"Columbus1",2.09270704573548,""
"Columbus2",2.08288288288288,""
"Comallo",NA,""
"Comandante Fontana",1.61538461538462,""
"Comayagua",1.18181818181818,""
"Combarbala",NA,""
"Comilla",1.46082663332634,""
"Como",2.7324290998767,""
"Comodoro Rivadavia",2.95741626794258,""
"Comondante Luis Piedrabuena",NA,""
"Compostela",1,""
"Conakry",2.51156484287765,""
"Concepcion del Uruguay",1.5,""
"Concepcion1",2.75018422991894,""
"Concepcion2",2.14666666666667,""
"Concord",2.22335025380711,""
"Concordia1",1.41176470588235,""
"Concordia2",2,""
"Conselheiro Lafaiete",1.13636363636364,""
"Constanta",2.67955801104972,""
"Constantine",1.5,""
"Constitucion",2.85483870967742,""
"Contamana",2.69230769230769,""
"Conway",1.8,""
"Cooma",1,""
"Coos Bay",2.85989010989011,""
"Copenhagen",2.9119170984456,""
"Copiapo",1.63636363636364,""
"Coquimbo",2.89119170984456,""
"Coracora",1,""
"Coral Gables",2.29793672627235,""
"Coral Springs",1.87130407718643,""
"Cordoba1",1.5625,""
"Cordoba2",2.11363636363636,""
"Cordoba3",1,""
"Cordova",3,""
"Cork",2.55504587155963,""
"Corner Brook",2.91156462585034,""
"Cornwall",2.85507246376812,""
"Coro",1.54545454545455,""
"Coronel",2.74333333333333,""
"Coronel Bogado",2,""
"Coronel Oviedo",2,""
"Coronel Suarez",NA,""
"Corpus Christi",2.4416918429003,""
"Corrientes",2.45738636363636,""
"Corum",1.44,""
"Corumba",1.8018018018018,""
"Corvallis",2.29770992366412,""
"Cotabato",1.9048178613396,""
"Cotonou",2.63869504535939,""
"Cottbus",1.79411764705882,""
"Council Bluffs",1.98684210526316,""
"Courtenay",2.50666666666667,""
"Coventry",2.05952380952381,""
"Covilha",1.5,""
"Covington",2.15985790408526,""
"Cowell",NA,""
