,city,SurfaceFile,surface_file_name
4836,Chaiyaphum,5,SurfaceWater_2018_30m_30_4.tif
3505,Chake Chake,4,SurfaceWater_2018_30m_30_3.tif
3597,Chalkida,4,SurfaceWater_2018_30m_30_3.tif
714,Challapata,2,SurfaceWater_2018_30m_30_1.tif
830,Chamical,2,SurfaceWater_2018_30m_30_1.tif
850,Champoton,2,SurfaceWater_2018_30m_30_1.tif
818,Chancay,2,SurfaceWater_2018_30m_30_1.tif
5140,Chandigarh,5,SurfaceWater_2018_30m_30_4.tif
5002,Chandrapur,5,SurfaceWater_2018_30m_30_4.tif
6033,Changchun,6,SurfaceWater_2018_30m_30_5.tif
5056,Changde,5,SurfaceWater_2018_30m_30_4.tif
5606,Changhua,6,SurfaceWater_2018_30m_30_5.tif
5543,Changling,6,SurfaceWater_2018_30m_30_5.tif
5043,Changping,5,SurfaceWater_2018_30m_30_4.tif
5424,Changsha,5,SurfaceWater_2018_30m_30_4.tif
4798,Changting,5,SurfaceWater_2018_30m_30_4.tif
5496,Changyon,6,SurfaceWater_2018_30m_30_5.tif
5090,Changzhi,5,SurfaceWater_2018_30m_30_4.tif
4563,Changzhou,5,SurfaceWater_2018_30m_30_4.tif
5616,Changzhou,6,SurfaceWater_2018_30m_30_5.tif
1978,Channel-Port aux Basques,3,SurfaceWater_2018_30m_30_2.tif
4850,Chanthaburi,5,SurfaceWater_2018_30m_30_4.tif
5891,Chaoyang,6,SurfaceWater_2018_30m_30_5.tif
4557,Chaozhou,5,SurfaceWater_2018_30m_30_4.tif
2010,Chapadinha,3,SurfaceWater_2018_30m_30_2.tif
2992,Chapaev,4,SurfaceWater_2018_30m_30_3.tif
2738,Chapayevsk,4,SurfaceWater_2018_30m_30_3.tif
664,Chapleau,2,SurfaceWater_2018_30m_30_1.tif
813,Charata,2,SurfaceWater_2018_30m_30_1.tif
5086,Charikar,5,SurfaceWater_2018_30m_30_4.tif
3953,Charleroi,4,SurfaceWater_2018_30m_30_3.tif
1386,Charleston1,2,SurfaceWater_2018_30m_30_1.tif
1491,Charleston2,2,SurfaceWater_2018_30m_30_1.tif
5667,Charleville,6,SurfaceWater_2018_30m_30_5.tif
1415,Charlotte,2,SurfaceWater_2018_30m_30_1.tif
1229,Charlottesville,2,SurfaceWater_2018_30m_30_1.tif
1548,Charlottetown,2,SurfaceWater_2018_30m_30_1.tif
5699,Charters Towers,6,SurfaceWater_2018_30m_30_5.tif
2119,Chascomus,3,SurfaceWater_2018_30m_30_2.tif
1377,Chattanooga,2,SurfaceWater_2018_30m_30_1.tif
4540,Chau Doc,5,SurfaceWater_2018_30m_30_4.tif
4788,Chauk,5,SurfaceWater_2018_30m_30_4.tif
3795,Cheboksary,4,SurfaceWater_2018_30m_30_3.tif
5619,Chegdomyn,6,SurfaceWater_2018_30m_30_5.tif
5318,Chelyabinsk,5,SurfaceWater_2018_30m_30_4.tif
2826,Chemnitz,4,SurfaceWater_2018_30m_30_3.tif
4933,Chengde,5,SurfaceWater_2018_30m_30_4.tif
5362,Chengdu,5,SurfaceWater_2018_30m_30_4.tif
5440,Chennai,5,SurfaceWater_2018_30m_30_4.tif
4818,Chenzhou,5,SurfaceWater_2018_30m_30_4.tif
5597,Cheongju,6,SurfaceWater_2018_30m_30_5.tif
222,Chepes,2,SurfaceWater_2018_30m_30_1.tif
2216,Cherbourg,3,SurfaceWater_2018_30m_30_2.tif
4835,Cheremkhovo,5,SurfaceWater_2018_30m_30_4.tif
4717,Cherepanovo,5,SurfaceWater_2018_30m_30_4.tif
3768,Cherepovets,4,SurfaceWater_2018_30m_30_3.tif
3770,Cherkasy,4,SurfaceWater_2018_30m_30_3.tif
3702,Cherkessk,4,SurfaceWater_2018_30m_30_3.tif
4664,Cherlak,5,SurfaceWater_2018_30m_30_4.tif
2756,Chernihiv,4,SurfaceWater_2018_30m_30_3.tif
3855,Chernivtsi,4,SurfaceWater_2018_30m_30_3.tif
4358,Chernogorsk,5,SurfaceWater_2018_30m_30_4.tif
2576,Chernyakhovsk,4,SurfaceWater_2018_30m_30_3.tif
1852,Chester,3,SurfaceWater_2018_30m_30_2.tif
1421,Chesterfield Inlet,2,SurfaceWater_2018_30m_30_1.tif
1020,Chetumal,2,SurfaceWater_2018_30m_30_1.tif
1951,Chevery,3,SurfaceWater_2018_30m_30_2.tif
1564,Cheyenne,2,SurfaceWater_2018_30m_30_1.tif
5910,Chiai,6,SurfaceWater_2018_30m_30_5.tif
5309,Chiang Mai,5,SurfaceWater_2018_30m_30_4.tif
4870,Chiang Rai,5,SurfaceWater_2018_30m_30_4.tif
2951,Chibemba,4,SurfaceWater_2018_30m_30_3.tif
2425,Chibia,4,SurfaceWater_2018_30m_30_3.tif
1654,Chicago,2,SurfaceWater_2018_30m_30_1.tif
1174,Chiclayo,2,SurfaceWater_2018_30m_30_1.tif
85,Chico,1,SurfaceWater_2018_30m_30_0.tif
1101,Chicoutimi,2,SurfaceWater_2018_30m_30_1.tif
5311,Chifeng,5,SurfaceWater_2018_30m_30_4.tif
27,Chignik,1,SurfaceWater_2018_30m_30_0.tif
1588,Chihuahua,2,SurfaceWater_2018_30m_30_1.tif
623,Chilca,2,SurfaceWater_2018_30m_30_1.tif
247,Childress,2,SurfaceWater_2018_30m_30_1.tif
243,Chilecito,2,SurfaceWater_2018_30m_30_1.tif
2543,Chililabombwe,4,SurfaceWater_2018_30m_30_3.tif
1093,Chillan,2,SurfaceWater_2018_30m_30_1.tif
389,Chilpancingo,2,SurfaceWater_2018_30m_30_1.tif
1462,Chimbote,2,SurfaceWater_2018_30m_30_1.tif
3507,Chimboy,4,SurfaceWater_2018_30m_30_3.tif
3651,Chimoio,4,SurfaceWater_2018_30m_30_3.tif
1085,Chinandega,2,SurfaceWater_2018_30m_30_1.tif
1075,Chincha Alta,2,SurfaceWater_2018_30m_30_1.tif
3617,Chingola,4,SurfaceWater_2018_30m_30_3.tif
3160,Chinhoyi,4,SurfaceWater_2018_30m_30_3.tif
4567,Chiniot,5,SurfaceWater_2018_30m_30_4.tif
2889,Chinsali,4,SurfaceWater_2018_30m_30_3.tif
3550,Chipata,4,SurfaceWater_2018_30m_30_3.tif
815,Chiquinquira,2,SurfaceWater_2018_30m_30_1.tif
4498,Chirala,5,SurfaceWater_2018_30m_30_4.tif
2890,Chiramba,4,SurfaceWater_2018_30m_30_3.tif
4464,Chirchiq,5,SurfaceWater_2018_30m_30_4.tif
3109,Chiredzi,4,SurfaceWater_2018_30m_30_3.tif
4240,Chisinau,4,SurfaceWater_2018_30m_30_3.tif
3315,Chistopol,4,SurfaceWater_2018_30m_30_3.tif
5374,Chita,5,SurfaceWater_2018_30m_30_4.tif
2504,Chitipa,4,SurfaceWater_2018_30m_30_3.tif
364,Chitre,2,SurfaceWater_2018_30m_30_1.tif
5441,Chittagong,5,SurfaceWater_2018_30m_30_4.tif
4064,Chitungwiza,4,SurfaceWater_2018_30m_30_3.tif
1787,Chivilcoy,3,SurfaceWater_2018_30m_30_2.tif
362,Chivilcoy,2,SurfaceWater_2018_30m_30_1.tif
3972,Chlef,4,SurfaceWater_2018_30m_30_3.tif
4384,Cholpon Ata,5,SurfaceWater_2018_30m_30_4.tif
1016,Choluteca,2,SurfaceWater_2018_30m_30_1.tif
3458,Choma,4,SurfaceWater_2018_30m_30_3.tif
4953,Chon Buri,5,SurfaceWater_2018_30m_30_4.tif
135,Chonchi,2,SurfaceWater_2018_30m_30_1.tif
888,Chone,2,SurfaceWater_2018_30m_30_1.tif
5850,Chongjin,6,SurfaceWater_2018_30m_30_5.tif
5826,Chongju,6,SurfaceWater_2018_30m_30_5.tif
5454,Chongqing,5,SurfaceWater_2018_30m_30_4.tif
680,Chos Malal,2,SurfaceWater_2018_30m_30_1.tif
5486,Chosan,6,SurfaceWater_2018_30m_30_5.tif
158,Chosica,2,SurfaceWater_2018_30m_30_1.tif
703,Chota,2,SurfaceWater_2018_30m_30_1.tif
5263,Choybalsan,5,SurfaceWater_2018_30m_30_4.tif
6022,Christchurch,6,SurfaceWater_2018_30m_30_5.tif
1111,Christiansted,2,SurfaceWater_2018_30m_30_1.tif
4845,Chukai,5,SurfaceWater_2018_30m_30_4.tif
781,Chulucanas,2,SurfaceWater_2018_30m_30_1.tif
171,Chumbicha,2,SurfaceWater_2018_30m_30_1.tif
4833,Chumphon,5,SurfaceWater_2018_30m_30_4.tif
5569,Chuncheon,6,SurfaceWater_2018_30m_30_5.tif
5612,Chungli,6,SurfaceWater_2018_30m_30_5.tif
225,Chuquicamata,2,SurfaceWater_2018_30m_30_1.tif
2508,Chur,4,SurfaceWater_2018_30m_30_3.tif
3240,Chusovoy,4,SurfaceWater_2018_30m_30_3.tif
4463,Chuxiong,5,SurfaceWater_2018_30m_30_4.tif
377,Ciego de Avila,2,SurfaceWater_2018_30m_30_1.tif
935,Cienaga,2,SurfaceWater_2018_30m_30_1.tif
393,Cienfuegos,2,SurfaceWater_2018_30m_30_1.tif
5118,Cilacap,5,SurfaceWater_2018_30m_30_4.tif
1636,Cincinnati,2,SurfaceWater_2018_30m_30_1.tif
4562,Cirebon,5,SurfaceWater_2018_30m_30_4.tif
1271,Ciudad Bolivar,2,SurfaceWater_2018_30m_30_1.tif
916,Ciudad Camargo,2,SurfaceWater_2018_30m_30_1.tif
326,Ciudad Constitucion,2,SurfaceWater_2018_30m_30_1.tif
704,Ciudad Cortes,2,SurfaceWater_2018_30m_30_1.tif
1566,Ciudad Guayana,2,SurfaceWater_2018_30m_30_1.tif
973,Ciudad Guzman,2,SurfaceWater_2018_30m_30_1.tif
386,Ciudad Hidalgo,2,SurfaceWater_2018_30m_30_1.tif
1382,Ciudad Ju��rez,2,SurfaceWater_2018_30m_30_1.tif
415,Ciudad Madero,2,SurfaceWater_2018_30m_30_1.tif
368,Ciudad Mante,2,SurfaceWater_2018_30m_30_1.tif
1214,Ciudad Obregon,2,SurfaceWater_2018_30m_30_1.tif
428,Ciudad Valles,2,SurfaceWater_2018_30m_30_1.tif
1205,Ciudad Victoria,2,SurfaceWater_2018_30m_30_1.tif
991,Ciudad del Carmen,2,SurfaceWater_2018_30m_30_1.tif
2319,Ciudad del Este,3,SurfaceWater_2018_30m_30_2.tif
3369,Civitavecchia,4,SurfaceWater_2018_30m_30_3.tif
5663,Clare,6,SurfaceWater_2018_30m_30_5.tif
398,Clarksburg,2,SurfaceWater_2018_30m_30_1.tif
1329,Clarksville,2,SurfaceWater_2018_30m_30_1.tif
417,Cleburne,2,SurfaceWater_2018_30m_30_1.tif
2819,Clermont-Ferrand,4,SurfaceWater_2018_30m_30_3.tif
1644,Cleveland,2,SurfaceWater_2018_30m_30_1.tif
333,Cliza,2,SurfaceWater_2018_30m_30_1.tif
5477,Cloncurry,6,SurfaceWater_2018_30m_30_5.tif
1112,Clovis,2,SurfaceWater_2018_30m_30_1.tif
4080,Cluj-Napoca,4,SurfaceWater_2018_30m_30_3.tif
705,Coalcoman,2,SurfaceWater_2018_30m_30_1.tif
792,Coari,2,SurfaceWater_2018_30m_30_1.tif
1215,Coatzacoalcos,2,SurfaceWater_2018_30m_30_1.tif
653,Cobalt,2,SurfaceWater_2018_30m_30_1.tif
329,Coban,2,SurfaceWater_2018_30m_30_1.tif
948,Cobija,2,SurfaceWater_2018_30m_30_1.tif
5646,Cobram,6,SurfaceWater_2018_30m_30_5.tif
2698,Coburg,4,SurfaceWater_2018_30m_30_3.tif
1321,Cochabamba,2,SurfaceWater_2018_30m_30_1.tif
5162,Cochin,5,SurfaceWater_2018_30m_30_4.tif
757,Cochrane,2,SurfaceWater_2018_30m_30_1.tif
839,Cody,2,SurfaceWater_2018_30m_30_1.tif
910,Coffeyville,2,SurfaceWater_2018_30m_30_1.tif
5759,Coffs Harbour,6,SurfaceWater_2018_30m_30_5.tif
1436,Coihaique,2,SurfaceWater_2018_30m_30_1.tif
5410,Coimbatore,5,SurfaceWater_2018_30m_30_4.tif
2228,Coimbra,3,SurfaceWater_2018_30m_30_2.tif
5489,Colac,6,SurfaceWater_2018_30m_30_5.tif
3006,Colesberg,4,SurfaceWater_2018_30m_30_3.tif
1147,Colima,2,SurfaceWater_2018_30m_30_1.tif
1955,Colinas,3,SurfaceWater_2018_30m_30_2.tif
202,Collipulli,2,SurfaceWater_2018_30m_30_1.tif
5428,Colombo,5,SurfaceWater_2018_30m_30_4.tif
1049,Colon1,2,SurfaceWater_2018_30m_30_1.tif
872,Colon2,2,SurfaceWater_2018_30m_30_1.tif
1514,Colorado Springs,2,SurfaceWater_2018_30m_30_1.tif
1157,Columbia1,2,SurfaceWater_2018_30m_30_1.tif
1288,Columbia2,2,SurfaceWater_2018_30m_30_1.tif
1517,Columbia3,2,SurfaceWater_2018_30m_30_1.tif
1363,Columbus1,2,SurfaceWater_2018_30m_30_1.tif
1413,Columbus2,2,SurfaceWater_2018_30m_30_1.tif
163,Comallo,2,SurfaceWater_2018_30m_30_1.tif
1696,Comandante Fontana,3,SurfaceWater_2018_30m_30_2.tif
987,Comayagua,2,SurfaceWater_2018_30m_30_1.tif
164,Combarbala,2,SurfaceWater_2018_30m_30_1.tif
5213,Comilla,5,SurfaceWater_2018_30m_30_4.tif
2864,Como,4,SurfaceWater_2018_30m_30_3.tif
1578,Comodoro Rivadavia,2,SurfaceWater_2018_30m_30_1.tif
136,Comondante Luis Piedrabuena,2,SurfaceWater_2018_30m_30_1.tif
772,Compostela,2,SurfaceWater_2018_30m_30_1.tif
2378,Conakry,3,SurfaceWater_2018_30m_30_2.tif
1777,Concepcion del Uruguay,3,SurfaceWater_2018_30m_30_2.tif
1573,Concepcion1,2,SurfaceWater_2018_30m_30_1.tif
1760,Concepcion2,3,SurfaceWater_2018_30m_30_2.tif
1120,Concord,2,SurfaceWater_2018_30m_30_1.tif
2181,Concordia1,3,SurfaceWater_2018_30m_30_2.tif
2108,Concordia2,3,SurfaceWater_2018_30m_30_2.tif
1850,Conselheiro Lafaiete,3,SurfaceWater_2018_30m_30_2.tif
4073,Constanta,4,SurfaceWater_2018_30m_30_3.tif
4116,Constantine,4,SurfaceWater_2018_30m_30_3.tif
843,Constitucion,2,SurfaceWater_2018_30m_30_1.tif
715,Contamana,2,SurfaceWater_2018_30m_30_1.tif
1172,Conway,2,SurfaceWater_2018_30m_30_1.tif
5679,Cooma,6,SurfaceWater_2018_30m_30_5.tif
72,Coos Bay,1,SurfaceWater_2018_30m_30_0.tif
4332,Copenhagen,4,SurfaceWater_2018_30m_30_3.tif
1440,Copiapo,2,SurfaceWater_2018_30m_30_1.tif
956,Coquimbo,2,SurfaceWater_2018_30m_30_1.tif
725,Coracora,2,SurfaceWater_2018_30m_30_1.tif
1385,Coral Gables,2,SurfaceWater_2018_30m_30_1.tif
605,Coral Springs,2,SurfaceWater_2018_30m_30_1.tif
1611,Cordoba1,2,SurfaceWater_2018_30m_30_1.tif
2335,Cordoba2,3,SurfaceWater_2018_30m_30_2.tif
1131,Cordoba3,2,SurfaceWater_2018_30m_30_1.tif
48,Cordova,1,SurfaceWater_2018_30m_30_0.tif
2239,Cork,3,SurfaceWater_2018_30m_30_2.tif
1789,Corner Brook,3,SurfaceWater_2018_30m_30_2.tif
1144,Cornwall,2,SurfaceWater_2018_30m_30_1.tif
1154,Coro,2,SurfaceWater_2018_30m_30_1.tif
418,Coronel,2,SurfaceWater_2018_30m_30_1.tif
1699,Coronel Bogado,3,SurfaceWater_2018_30m_30_2.tif
1785,Coronel Oviedo,3,SurfaceWater_2018_30m_30_2.tif
296,Coronel Suarez,2,SurfaceWater_2018_30m_30_1.tif
1494,Corpus Christi,2,SurfaceWater_2018_30m_30_1.tif
1878,Corrientes,3,SurfaceWater_2018_30m_30_2.tif
2701,Corum,4,SurfaceWater_2018_30m_30_3.tif
2322,Corumba,3,SurfaceWater_2018_30m_30_2.tif
75,Corvallis,1,SurfaceWater_2018_30m_30_0.tif
5838,Cotabato,6,SurfaceWater_2018_30m_30_5.tif
4264,Cotonou,4,SurfaceWater_2018_30m_30_3.tif
3726,Cottbus,4,SurfaceWater_2018_30m_30_3.tif
1247,Council Bluffs,2,SurfaceWater_2018_30m_30_1.tif
14,Courtenay,1,SurfaceWater_2018_30m_30_0.tif
2285,Coventry,3,SurfaceWater_2018_30m_30_2.tif
1770,Covilha,3,SurfaceWater_2018_30m_30_2.tif
1393,Covington,2,SurfaceWater_2018_30m_30_1.tif
5632,Cowell,6,SurfaceWater_2018_30m_30_5.tif
5697,Cowra,6,SurfaceWater_2018_30m_30_5.tif
964,Cozumel,2,SurfaceWater_2018_30m_30_1.tif
860,Craig,2,SurfaceWater_2018_30m_30_1.tif
3705,Craiova,4,SurfaceWater_2018_30m_30_3.tif
5603,Cranbourne,6,SurfaceWater_2018_30m_30_5.tif
354,Cranbrook,2,SurfaceWater_2018_30m_30_1.tif
2046,Crateus,3,SurfaceWater_2018_30m_30_2.tif
2211,Crato,3,SurfaceWater_2018_30m_30_2.tif
63,Crescent City,1,SurfaceWater_2018_30m_30_0.tif
439,Crestview,2,SurfaceWater_2018_30m_30_1.tif
2257,Criciuma,3,SurfaceWater_2018_30m_30_2.tif
1725,Cristalina,3,SurfaceWater_2018_30m_30_2.tif
290,Crookston,2,SurfaceWater_2018_30m_30_1.tif
2601,Crotone,4,SurfaceWater_2018_30m_30_3.tif
1544,Cruzeiro do Sul,2,SurfaceWater_2018_30m_30_1.tif
3526,Cuamba,4,SurfaceWater_2018_30m_30_3.tif
1038,Cuauhtemoc,2,SurfaceWater_2018_30m_30_1.tif
3010,Cubal,4,SurfaceWater_2018_30m_30_3.tif
1298,Cucuta,2,SurfaceWater_2018_30m_30_1.tif
4552,Cuddalore,5,SurfaceWater_2018_30m_30_4.tif
1474,Cuenca,2,SurfaceWater_2018_30m_30_1.tif
634,Cuencame,2,SurfaceWater_2018_30m_30_1.tif
1371,Cuernavaca,2,SurfaceWater_2018_30m_30_1.tif
138,Cuevo,2,SurfaceWater_2018_30m_30_1.tif
2284,Cuiaba,3,SurfaceWater_2018_30m_30_2.tif
1493,Culiacan,2,SurfaceWater_2018_30m_30_1.tif
1150,Cumana,2,SurfaceWater_2018_30m_30_1.tif
961,Cumberland,2,SurfaceWater_2018_30m_30_1.tif
259,Curanilahue,2,SurfaceWater_2018_30m_30_1.tif
2766,Curepipe,4,SurfaceWater_2018_30m_30_3.tif
1031,Curico,2,SurfaceWater_2018_30m_30_1.tif
2400,Curitiba,3,SurfaceWater_2018_30m_30_2.tif
2129,Curvelo,3,SurfaceWater_2018_30m_30_2.tif
1561,Cusco,2,SurfaceWater_2018_30m_30_1.tif
395,Cutral Co,2,SurfaceWater_2018_30m_30_1.tif
5353,Cuttack,5,SurfaceWater_2018_30m_30_4.tif
2861,Cyangugu,4,SurfaceWater_2018_30m_30_3.tif
4912,Da Lat,5,SurfaceWater_2018_30m_30_4.tif
5320,Da Nang,5,SurfaceWater_2018_30m_30_4.tif
5533,Daan,6,SurfaceWater_2018_30m_30_5.tif
1767,Dabou,3,SurfaceWater_2018_30m_30_2.tif
5898,Daegu,6,SurfaceWater_2018_30m_30_5.tif
5983,Daejeon,6,SurfaceWater_2018_30m_30_5.tif
5919,Dagupan,6,SurfaceWater_2018_30m_30_5.tif
2386,Dakar,3,SurfaceWater_2018_30m_30_2.tif
5249,Dalandzadgad,5,SurfaceWater_2018_30m_30_4.tif
5505,Dalby,6,SurfaceWater_2018_30m_30_5.tif
244,Dalhart,2,SurfaceWater_2018_30m_30_1.tif
4547,Dali1,5,SurfaceWater_2018_30m_30_4.tif
4935,Dali2,5,SurfaceWater_2018_30m_30_4.tif
5989,Dalian,6,SurfaceWater_2018_30m_30_5.tif
1645,Dallas,2,SurfaceWater_2018_30m_30_1.tif
5928,Dalnegorsk,6,SurfaceWater_2018_30m_30_5.tif
5518,Dalnerechensk,6,SurfaceWater_2018_30m_30_5.tif
2173,Daloa,3,SurfaceWater_2018_30m_30_2.tif
521,Dalton,2,SurfaceWater_2018_30m_30_1.tif
2829,Damanh��r,4,SurfaceWater_2018_30m_30_3.tif
4310,Damascus,4,SurfaceWater_2018_30m_30_3.tif
5874,Dandong,6,SurfaceWater_2018_30m_30_5.tif
151,Dangriga,2,SurfaceWater_2018_30m_30_1.tif
4347,Danjiangkou,5,SurfaceWater_2018_30m_30_4.tif
1178,Danville,2,SurfaceWater_2018_30m_30_1.tif
5897,Daqing,6,SurfaceWater_2018_30m_30_5.tif
4271,Dar es Salaam,4,SurfaceWater_2018_30m_30_3.tif
3260,Darnah,4,SurfaceWater_2018_30m_30_3.tif
717,Darregueira,2,SurfaceWater_2018_30m_30_1.tif
6012,Darwin,6,SurfaceWater_2018_30m_30_5.tif
4895,Dasoguz,5,SurfaceWater_2018_30m_30_4.tif
3737,Dasoguz,4,SurfaceWater_2018_30m_30_3.tif
5019,Datong,5,SurfaceWater_2018_30m_30_4.tif
3555,Daugavpils,4,SurfaceWater_2018_30m_30_3.tif
855,Dauphin,2,SurfaceWater_2018_30m_30_1.tif
4917,Davangere,5,SurfaceWater_2018_30m_30_4.tif
6028,Davao,6,SurfaceWater_2018_30m_30_5.tif
1242,Davenport,2,SurfaceWater_2018_30m_30_1.tif
1457,David,2,SurfaceWater_2018_30m_30_1.tif
4806,Dawei,5,SurfaceWater_2018_30m_30_4.tif
2491,Dawmat al Jandal,4,SurfaceWater_2018_30m_30_3.tif
64,Dawson Creek,1,SurfaceWater_2018_30m_30_0.tif
3649,Dayr az Azwr,4,SurfaceWater_2018_30m_30_3.tif
1402,Dayton,2,SurfaceWater_2018_30m_30_1.tif
1355,Daytona Beach,2,SurfaceWater_2018_30m_30_1.tif
3173,De Aar,4,SurfaceWater_2018_30m_30_3.tif
2862,Debre Birhan,4,SurfaceWater_2018_30m_30_3.tif
3435,Debre Markos,4,SurfaceWater_2018_30m_30_3.tif
3753,Debrecen,4,SurfaceWater_2018_30m_30_3.tif
1222,Decatur,2,SurfaceWater_2018_30m_30_1.tif
1697,Deer Lake,3,SurfaceWater_2018_30m_30_2.tif
2952,Dehibat,4,SurfaceWater_2018_30m_30_3.tif
5052,Dehra Dun,5,SurfaceWater_2018_30m_30_4.tif
1053,Del Rio,2,SurfaceWater_2018_30m_30_1.tif
367,Delano,2,SurfaceWater_2018_30m_30_1.tif
5417,Delhi,5,SurfaceWater_2018_30m_30_4.tif
1090,Delicias,2,SurfaceWater_2018_30m_30_1.tif
2464,Demba,4,SurfaceWater_2018_30m_30_3.tif
3048,Dembi Dolo,4,SurfaceWater_2018_30m_30_3.tif
336,Deming,2,SurfaceWater_2018_30m_30_1.tif
5192,Dengzhou,5,SurfaceWater_2018_30m_30_4.tif
5668,Deniliquin,6,SurfaceWater_2018_30m_30_5.tif
3874,Denizli,4,SurfaceWater_2018_30m_30_3.tif
4496,Denow,5,SurfaceWater_2018_30m_30_4.tif
4466,Denpasar,5,SurfaceWater_2018_30m_30_4.tif
1303,Denton,2,SurfaceWater_2018_30m_30_1.tif
1638,Denver,2,SurfaceWater_2018_30m_30_1.tif
5119,Dera Ghazi Khan,5,SurfaceWater_2018_30m_30_4.tif
5039,Dera Ismail Khan,5,SurfaceWater_2018_30m_30_4.tif
3387,Derbent,4,SurfaceWater_2018_30m_30_3.tif
4676,Derzhavinsk,5,SurfaceWater_2018_30m_30_4.tif
1605,Des Moines,2,SurfaceWater_2018_30m_30_1.tif
687,Desaguadero,2,SurfaceWater_2018_30m_30_1.tif
3720,Dese,4,SurfaceWater_2018_30m_30_3.tif
1637,Detroit,2,SurfaceWater_2018_30m_30_1.tif
269,Devils Lake,2,SurfaceWater_2018_30m_30_1.tif
5938,Devonport,6,SurfaceWater_2018_30m_30_5.tif
4599,Deyang,5,SurfaceWater_2018_30m_30_4.tif
3787,Dezful,4,SurfaceWater_2018_30m_30_3.tif
5164,Dezhou,5,SurfaceWater_2018_30m_30_4.tif
5452,Dhaka,5,SurfaceWater_2018_30m_30_4.tif
2804,Dhamar,4,SurfaceWater_2018_30m_30_3.tif
5233,Dhanbad,5,SurfaceWater_2018_30m_30_4.tif
4979,Dhule,5,SurfaceWater_2018_30m_30_4.tif
1702,Diamantina,3,SurfaceWater_2018_30m_30_2.tif
2412,Dibaya,4,SurfaceWater_2018_30m_30_3.tif
4893,Dibrugarh,5,SurfaceWater_2018_30m_30_4.tif
946,Dickinson,2,SurfaceWater_2018_30m_30_1.tif
3513,Dieppe,4,SurfaceWater_2018_30m_30_3.tif
3090,Diffa,4,SurfaceWater_2018_30m_30_3.tif
699,Digby,2,SurfaceWater_2018_30m_30_1.tif
3832,Dijon,4,SurfaceWater_2018_30m_30_3.tif
4001,Dila,4,SurfaceWater_2018_30m_30_3.tif
6008,Dili,6,SurfaceWater_2018_30m_30_5.tif
10,Dillingham,1,SurfaceWater_2018_30m_30_0.tif
214,Dillon,2,SurfaceWater_2018_30m_30_1.tif
3061,Dilolo,4,SurfaceWater_2018_30m_30_3.tif
1714,Dimbokro,3,SurfaceWater_2018_30m_30_2.tif
3534,Dimitrovgrad,4,SurfaceWater_2018_30m_30_3.tif
5101,Dindigul,5,SurfaceWater_2018_30m_30_4.tif
5197,Dingzhou,5,SurfaceWater_2018_30m_30_4.tif
1802,Diourbel,3,SurfaceWater_2018_30m_30_2.tif
4066,Dire Dawa,4,SurfaceWater_2018_30m_30_3.tif
2409,Dirj,4,SurfaceWater_2018_30m_30_3.tif
2266,Divinopolis,3,SurfaceWater_2018_30m_30_2.tif
3837,Diyarbakir,4,SurfaceWater_2018_30m_30_3.tif
3062,Djambala,4,SurfaceWater_2018_30m_30_3.tif
2891,Djanet,4,SurfaceWater_2018_30m_30_3.tif
3561,Djelfa,4,SurfaceWater_2018_30m_30_3.tif
2352,Djenne,3,SurfaceWater_2018_30m_30_2.tif
4208,Djibouti,4,SurfaceWater_2018_30m_30_3.tif
3232,Djougou,4,SurfaceWater_2018_30m_30_3.tif
4156,Dnipropetrovsk,4,SurfaceWater_2018_30m_30_3.tif
2462,Doba,4,SurfaceWater_2018_30m_30_3.tif
3310,Dobrich,4,SurfaceWater_2018_30m_30_3.tif
995,Dodge City,2,SurfaceWater_2018_30m_30_1.tif
4083,Dodoma,4,SurfaceWater_2018_30m_30_3.tif
4285,Doha,4,SurfaceWater_2018_30m_30_3.tif
322,Dolbeau,2,SurfaceWater_2018_30m_30_1.tif
5688,Dolinsk,6,SurfaceWater_2018_30m_30_5.tif
3230,Dolo Bay,4,SurfaceWater_2018_30m_30_3.tif
1747,Dolores,3,SurfaceWater_2018_30m_30_2.tif
3036,Dombarovskiy,4,SurfaceWater_2018_30m_30_3.tif
3332,Dondo1,4,SurfaceWater_2018_30m_30_3.tif
2432,Dondo2,4,SurfaceWater_2018_30m_30_3.tif
1680,Donegal,3,SurfaceWater_2018_30m_30_2.tif
4165,Donetsk,4,SurfaceWater_2018_30m_30_3.tif
4477,Dong Hoi,5,SurfaceWater_2018_30m_30_4.tif
4184,Dongola,4,SurfaceWater_2018_30m_30_3.tif
2865,Dortmund,4,SurfaceWater_2018_30m_30_3.tif
3171,Dosso,4,SurfaceWater_2018_30m_30_3.tif
1260,Dothan,2,SurfaceWater_2018_30m_30_1.tif
3895,Douala,4,SurfaceWater_2018_30m_30_3.tif
980,Douglas1,2,SurfaceWater_2018_30m_30_1.tif
819,Douglas2,2,SurfaceWater_2018_30m_30_1.tif
2089,Douglas3,3,SurfaceWater_2018_30m_30_2.tif
350,Douglas4,2,SurfaceWater_2018_30m_30_1.tif
1875,Dourados,3,SurfaceWater_2018_30m_30_2.tif
527,Dover1,2,SurfaceWater_2018_30m_30_1.tif
3398,Dover2,4,SurfaceWater_2018_30m_30_3.tif
3756,Drammen,4,SurfaceWater_2018_30m_30_3.tif
4169,Dresden,4,SurfaceWater_2018_30m_30_3.tif
