City,longitude,latitude,coordinates,Unnamed: 0,mean_ndvi,mean_surface_water,mean_uhi_DayNight,mean_uhi_daytime,mean_uhi_Nighttime,Continent,Class,Skewness,Dip_Statistic,Mean_Height
Kilowna,-119.43191512074446,49.87511227924422,"[-119.43191512074446, 49.87511227924422]",208.0,3681.9039731816,2.91774891774892,0.722117817892894,0.100937888066657,0.621179929826237,NORTH AMERICA,Pyramid,1.77545695,0.376433736,0.956369439
Piracicaba,-47.64223197627457,-22.72387618361113,"[-47.64223197627457, -22.723876183611132]",537.0,5003.70089717046,1.57291666666667,1.80514069904049,1.24167428962784,0.56346640941265,SOUTH AMERICA,Hourglass,1.320708876,0.0,2.087128486
Puerto la Cruz,-64.64697792141227,10.18333252799662,"[-64.64697792141227, 10.18333252799662]",105.0,4079.73745732477,2.7129300118624,0.507738174654023,0.146662806674856,0.361075367979167,SOUTH AMERICA,Hourglass,1.197865036,0.0,1.869067371
Marilia,-49.94553116130135,-22.21299302708054,"[-49.94553116130135, -22.21299302708054]",239.0,6000.46744838454,1.61538461538462,1.2600753188443,0.944608232426833,0.315467086417468,SOUTH AMERICA,Hourglass,1.050131403,0.0,1.323873228
Al Khalil,35.10944738521497,31.52465973466488,"[35.10944738521497, 31.524659734664873]",97.0,2449.57229680091,1.0,,,,ASIA,Pyramid,1.149188968,0.03675012,1.420132528
Yanji,129.45191207727052,42.90020739026748,"[129.45191207727052, 42.90020739026748]",476.0,3967.00876971637,1.93674698795181,1.84593465588448,0.728947334617284,1.1169873212672,ASIA,Pyramid,1.47449448,0.68969517,2.696908409
Syzran,48.44709841043137,53.1499681905214,"[48.44709841043137, 53.1499681905214]",344.0,2434.36323840486,2.75115014638227,1.16807676375761,0.247030082844443,0.921046680913164,EUROPE,Pyramid,2.285866276,0.753784588,0.932860691
Rio Claro,-47.56458501521864,-22.39938108606208,"[-47.56458501521864, -22.39938108606208]",274.0,5694.13586219102,1.53398058252427,2.52873457091431,1.90152683519246,0.627207735721859,SOUTH AMERICA,Hourglass,1.193966688,0.0,1.195176333
Bryan,-96.34332182414104,30.63964324257017,"[-96.34332182414104, 30.63964324257017]",217.0,5050.42426995457,1.65644171779141,1.9518714678892,1.41900837207167,0.532863095817531,NORTH AMERICA,Pyramid,3.103321947,0.01890617,1.269989137
Aydin,27.810154533534288,37.84674786717211,"[27.810154533534288, 37.84674786717211]",379.0,4866.64856360938,1.14009661835749,1.54577235979643,0.802034764847287,0.743737594949145,ASIA,Pyramid,2.919421358,0.098191588,0.637263092
New Bedford,-70.94073268479872,41.64993637410825,"[-70.94073268479872, 41.64993637410825]",94.0,5955.13978953967,2.58904109589041,1.33710387792985,1.35028055738901,-0.0131766794591534,NORTH AMERICA,Pyramid,1.669333113,0.835329485,1.11158007
Harlingen,-97.69435191885474,26.18139350016567,"[-97.69435191885474, 26.18139350016567]",219.0,4317.91462054781,1.31034482758621,1.36874765129853,0.78346059902866,0.585287052269875,NORTH AMERICA,Pyramid,1.463528939,0.506365208,0.831209964
Takamatsu,134.0519876812507,34.31011052540205,"[134.05198768125067, 34.31011052540205]",374.0,4261.78937073688,2.54635761589404,2.79548190234136,2.55373205056374,0.241749851777627,ASIA,Hourglass,0.958223189,0.0,2.737438156
Adapazari,30.392907031222467,40.745860655046044,"[30.392907031222467, 40.745860655046044]",40.0,5058.77383798548,1.72297297297297,3.15122752133008,2.22413846734783,0.927089053982248,ASIA,Hourglass,1.11623712,3.77e-05,1.392635465
Makhachkala,47.46006429115896,42.97587875156895,"[47.46006429115896, 42.97587875156895]",152.0,2846.7858155902,2.82878228782288,0.604633735225381,-0.257354243311065,0.861987978536446,EUROPE,Hourglass,0.982480999,0.0,1.769160391
Udine,13.228142118135247,46.089429489426266,"[13.228142118135247, 46.089429489426266]",111.0,5471.55955404723,1.34285714285714,0.866775837525348,0.744610941751783,0.122164895773565,EUROPE,Pyramid,2.710304827,0.444744624,0.958131751
Sangolqui,-78.45150523005077,-0.319643518627883,"[-78.45150523005077, -0.31964351862788304]",498.0,5806.92979484284,2.06666666666667,2.44047307044653,2.07082476091834,0.369648309528189,SOUTH AMERICA,Pyramid,0.932356105,0.001385499,1.584519111
Anuradhapura,80.4163800020814,8.320131361855523,"[80.4163800020814, 8.320131361855523]",241.0,6011.40637294195,2.08602150537634,0.346247524023056,0.24559611082077,0.100651413202286,ASIA,Pyramid,3.480823381,0.30885288,0.239404852
Parbhani,76.77500219007318,19.276843514348347,"[76.77500219007318, 19.276843514348347]",421.0,4071.65365720008,1.93333333333333,1.44001236304505,-0.628875495585269,2.06888785863031,ASIA,Pyramid,2.383725792,0.03759656,0.465083897
Kurnool,78.04481081549831,15.825842952570378,"[78.04481081549831, 15.825842952570378]",386.0,3347.08255572189,1.64509394572025,0.236444607981153,-1.35984490604704,1.5962895140282,ASIA,Pyramid,2.161921711,0.234634223,0.625157169
Kutaisi,42.62932825512,42.23968995566314,"[42.629328255119994, 42.23968995566314]",393.0,5979.14366097805,1.96585365853659,1.83392104232893,1.25678719892418,0.577133843404747,ASIA,Pyramid,2.001672294,0.69491224,0.784664777
Brikama,-16.69782492078344,13.343917455199254,"[-16.69782492078344, 13.343917455199254]",194.0,4009.35889905468,2.57201646090535,2.4447055201242,2.58311858667399,-0.138413066549798,AFRICA,Hourglass,0.490433584,0.0,1.292552177
New London,-72.1326152491401,41.35181781591179,"[-72.1326152491401, 41.35181781591179]",101.0,5687.61033611331,2.75,1.02922564650352,0.807530476445897,0.221695170057623,NORTH AMERICA,Pyramid,3.803427001,0.644244828,0.473557999
Komsomolsk na Amure,137.01925955670657,50.57718377122462,"[137.01925955670657, 50.57718377122462]",297.0,3051.21183871705,2.07748404740201,3.2247722226383,2.93713972475611,0.287632497882191,ASIA,Pyramid,2.300670799,0.339710532,1.157949318
Hegang,130.27292143483712,47.2989541243681,"[130.27292143483712, 47.2989541243681]",239.0,3100.3646833624,2.16417910447761,4.43078535882386,3.45448061659029,0.976304742233571,ASIA,Pyramid,1.698145361,0.991913932,1.928653749
Encarnacion,-55.88483182043121,-27.34965646041768,"[-55.88483182043121, -27.349656460417673]",376.0,3894.31352245201,2.92911218169305,1.48093276542471,1.12992794115658,0.351004824268134,SOUTH AMERICA,Hourglass,0.893444181,0.0,1.277330584
Sholapur,75.90740841049178,17.667589453606375,"[75.90740841049178, 17.667589453606375]",106.0,3308.12206469646,1.5546875,0.866693438811281,-0.843321392508714,1.71001483131999,ASIA,Hourglass,1.108480157,0.0,1.171597768
Braunschweig,10.527663110023829,52.274419223393046,"[10.527663110023829, 52.274419223393046]",181.0,5172.83250644487,2.17261904761905,2.04792355409687,1.30481554066884,0.743108013428034,EUROPE,Pyramid,1.820249902,0.614943999,1.226999181
Juiz de Fora,-43.370844656253055,-21.747246479735,"[-43.370844656253055, -21.747246479735]",582.0,5863.1228787207,1.81366459627329,1.71840964965167,0.910274427577264,0.808135222074402,SOUTH AMERICA,Pyramid,0.899993376,0.166894771,2.61879139
Dong Hoi,106.5504482039288,17.502936372734023,"[106.55044820392881, 17.502936372734023]",251.0,4894.59123452318,2.11642743221691,,,,ASIA,Pyramid,3.493868674,0.329756028,0.287235741
Dhamar,44.3654647389346,14.627435445987992,"[44.3654647389346, 14.627435445987992]",205.0,1883.75795029014,1.81818181818182,,,,ASIA,Pyramid,2.912983978,0.639093493,0.386734861
Varzea Grande,-56.15041103383158,-15.648554714852818,"[-56.15041103383158, -15.648554714852818]",210.0,4953.23005121611,1.91186440677966,1.89423037062217,1.41773976810364,0.476490602518528,SOUTH AMERICA,Hourglass,0.797856752,0.0,1.267973316
Springs,28.415955822555176,-26.266269763552856,"[28.415955822555176, -26.266269763552856]",247.0,3716.41723772326,1.69302325581395,0.342641450813971,0.101783445031499,0.240858005782472,AFRICA,Hourglass,1.2868669,0.0,1.266957777
Pindamonhangaba,-45.43798542919479,-22.93409709650624,"[-45.43798542919479, -22.93409709650624]",525.0,6104.29361608291,1.61290322580645,1.77993254093875,1.29512571184231,0.484806829096444,SOUTH AMERICA,Pyramid,3.30826926,0.204558516,0.6558304
Southaven,-90.02313619737815,34.9912447333458,"[-90.02313619737815, 34.9912447333458]",227.0,5342.47352155583,1.82222222222222,1.95093192568915,1.65914292119705,0.291789004492103,NORTH AMERICA,Pyramid,1.992856433,0.993683232,0.841851152
Mengzi,103.3695723652348,23.382192662668977,"[103.36957236523479, 23.382192662668977]",352.0,4292.28067702192,1.92793791574279,1.15033133527878,0.353441041450539,0.796890293828246,ASIA,Pyramid,2.382739694,0.383526331,0.88169407
Seremban,101.94422433531238,2.709855598137243,"[101.94422433531238, 2.709855598137243]",25.0,5584.35885511429,1.68145161290323,1.43669037908689,1.22611097265077,0.210579406436117,ASIA,Pyramid,1.340771152,0.970339773,1.51711922
Panama City2,-85.63902809031677,30.1840710591404,"[-85.63902809031677, 30.184071059140393]",399.0,5023.82691080612,2.8132183908046,1.08397381596392,0.541396864593964,0.542576951369954,NORTH AMERICA,Hourglass,1.094032446,0.0,1.563553611
Nakhon Si Thammarat,99.9645810286218,8.43394548703972,"[99.96458102862181, 8.43394548703972]",598.0,6109.76907064531,1.27864133563615,2.67673096297166,2.46140355795908,0.215327405012571,ASIA,Pyramid,2.945758275,0.495856,0.484460695
Matola,32.472026409278136,-25.88915036191006,"[32.472026409278136, -25.88915036191006]",282.0,3786.38012822332,2.31527093596059,0.720864897820394,0.723315683667374,-0.0024507858469802,AFRICA,Hourglass,0.955627948,0.0,2.064320089
Karimnagar,79.13088809239139,18.46260567524509,"[79.13088809239139, 18.46260567524509]",86.0,4098.86065155269,1.9012987012987,2.00174159393465,0.754183865924792,1.24755772800986,ASIA,Hourglass,1.924211167,0.0,0.753891131
Makiyivka,37.98624392189078,48.05369326523064,"[37.98624392189078, 48.05369326523064]",155.0,3603.66294491356,2.20792079207921,2.27960489987911,0.938153737810676,1.34145116206843,EUROPE,Pyramid,3.67747913,0.487029702,0.938933724
Winter Haven,-81.74108213542473,28.02003781344172,"[-81.74108213542473, 28.020037813441718]",405.0,4873.88667792406,2.58176291793313,0.976565816614737,0.474261426011672,0.502304390603065,NORTH AMERICA,Pyramid,1.966640514,0.934648722,0.919508101
Saida1,35.423649334513826,33.51007015165068,"[35.423649334513826, 33.51007015165068]",370.0,4371.69956043539,2.94464285714286,0.964188496817599,0.313054381450127,0.651134115367473,ASIA,Pyramid,3.817787881,0.319108428,0.597569349
Samalut,30.703699193024104,28.271809528965605,"[30.703699193024104, 28.271809528965605]",415.0,4999.21141430191,2.16432865731463,,,,AFRICA,Hourglass,2.627538981,0.000325696,0.483781077
Maringa,-51.922046366706255,-23.42532915720587,"[-51.922046366706255, -23.42532915720587]",241.0,5103.34661617155,1.56756756756757,1.43583226417238,0.937320751740093,0.49851151243229,SOUTH AMERICA,Hourglass,1.471460129,0.0,2.08833642
Xuanhua,115.03926209845052,40.6126331893871,"[115.03926209845051, 40.6126331893871]",454.0,2841.00630057756,1.57560975609756,1.62030381362553,0.248661383962065,1.37164242966347,ASIA,Pyramid,3.283165944,0.656817023,1.835550143
El Minya,30.791035533576903,28.01698801487991,"[30.791035533576903, 28.01698801487991]",347.0,4214.38255421336,2.13362068965517,0.103382111977267,0.142413200724204,-0.0390310887469363,AFRICA,Pyramid,2.431656931,0.020492099,0.854379356
Angers,-0.5478087329251606,47.46177262794132,"[-0.5478087329251606, 47.46177262794132]",215.0,5664.09858965067,2.08421052631579,2.00292330945114,1.5006182849923,0.502305024458846,EUROPE,Pyramid,1.735591178,0.297069058,1.358338681
Sao Jose do Rio Preto,-49.37551082575637,-20.814426189969872,"[-49.37551082575637, -20.814426189969872]",550.0,4598.81852837753,1.60869565217391,2.28565527452033,1.3426942671981,0.942961007322225,SOUTH AMERICA,Hourglass,1.214322308,0.0,1.932408344
Reynosa,-98.29331050735468,26.0582433625592,"[-98.29331050735469, 26.0582433625592]",256.0,3670.93987688183,1.56079027355623,2.69044855704055,1.90960973936747,0.780838817673079,NORTH AMERICA,Hourglass,0.490029856,0.0,1.901612757
Biarritz,-1.5188654597295532,43.4827410542854,"[-1.5188654597295532, 43.4827410542854]",48.0,6170.56815930002,2.95705394190871,1.26309709137149,0.823971992502191,0.439125098869294,EUROPE,Pyramid,2.177711523,0.713611304,1.07137633
Shiyan,110.81236892091168,32.61291937771478,"[110.81236892091167, 32.61291937771478]",102.0,5404.97255438116,1.79054054054054,0.856853908286671,0.721428204726042,0.135425703560628,ASIA,Pyramid,1.692989272,0.944078339,2.652163134
Al Ladhiqiyah,35.82079368133028,35.558710330853344,"[35.82079368133028, 35.558710330853344]",101.0,5223.24947543264,2.88317757009346,0.608342443743501,-0.690021726138452,1.29836416988195,ASIA,Pyramid,2.604986197,0.01372608,0.882589508
Az Zahran,50.1687710292352,26.313516129520888,"[50.1687710292352, 26.313516129520888]",386.0,938.801615409149,1.71704180064309,-0.644116479977983,-1.51896206189803,0.87484558192005,ASIA,Pyramid,1.006849492,0.89227294,2.024396683
Martapura,114.80529574006992,-3.427717220014549,"[114.80529574006991, -3.427717220014549]",254.0,5834.3691507466,1.40140227870289,1.02261529567838,0.745116253107786,0.277499042570591,ASIA,Pyramid,1.548111069,0.94778286,0.696209504
Hat Yai,100.4683992204466,7.012268380687982,"[100.4683992204466, 7.012268380687982]",227.0,6198.77535690982,1.47517730496454,3.01973709924304,2.58398108018166,0.435756019061382,ASIA,Pyramid,2.144008081,0.99136702,0.993250342
Soledad,-74.7884973844206,10.859800700549032,"[-74.7884973844206, 10.859800700549032]",204.0,5719.01669881952,1.65964523281596,4.26796500072836,4.1511942270529,0.116770773675459,SOUTH AMERICA,Hourglass,2.505724044,0.0,0.832255747
Konibodom,70.5003245389988,40.35954498429008,"[70.5003245389988, 40.359544984290075]",303.0,2520.73750311312,1.70699541284404,0.882563119689736,0.294185994890894,0.588377124798842,ASIA,Hourglass,0.686716796,0.0,1.067954871
Ondo,4.85718214546553,7.095625734099709,"[4.85718214546553, 7.095625734099709]",271.0,5720.0714447154,,3.40245808300347,2.96157406494823,0.440884018055244,AFRICA,Hourglass,1.69860529,0.0,0.735642641
Nizamabad,78.10867249246164,18.69989865662277,"[78.10867249246164, 18.69989865662277]",138.0,4353.83927319922,1.72835820895522,1.04473322480289,0.480919899701486,0.563813325101405,ASIA,Pyramid,2.635863097,0.801081291,0.496866293
Eindhoven,5.473843160676855,51.451542717419485,"[5.4738431606768545, 51.451542717419485]",322.0,5784.7167884058,2.16990291262136,1.91036173063608,1.20804281786609,0.70231891276999,EUROPE,Hourglass,1.450030712,0.0,1.797502655
Kohat,71.47431709644509,33.5391779108102,"[71.47431709644509, 33.539177910810196]",280.0,3202.91260275446,2.08139534883721,0.272210757248104,-0.0995674832282882,0.371778240476392,ASIA,Pyramid,2.571171243,0.125832908,0.5362189
Naberezhnyye Chelny,52.38265224345689,55.71266009713979,"[52.38265224345689, 55.71266009713979]",574.0,3070.64301077012,2.63186388244393,2.35647537652456,1.51002760105505,0.846447775469515,EUROPE,Pyramid,2.33130157,0.414248334,1.526885384
Icel,34.59676019033417,36.79526214934749,"[34.59676019033417, 36.795262149347494]",358.0,0.0,2.98170469220835,1.21892059554966,-0.177196499171228,1.39611709472089,ASIA,Pyramid,1.355372335,0.00688683,2.04395218
Oshogbo,4.494587011660667,7.7128955931332355,"[4.494587011660667, 7.7128955931332355]",316.0,5020.33325556734,1.45454545454545,3.37892441794999,2.38411861101621,0.994805806933774,AFRICA,Hourglass,1.15580391,0.0,1.016625023
Aguascalientes,-102.2945837327829,21.90112002014824,"[-102.2945837327829, 21.901120020148237]",61.0,3189.09679756432,1.67088607594937,1.92143626480428,0.600709289738146,1.32072697506614,NORTH AMERICA,Hourglass,0.1894984,0.0,2.359877895
Vina del Mar,-71.48239127027217,-33.0205514004276,"[-71.48239127027217, -33.0205514004276]",276.0,4318.29493306124,2.55691554467564,1.48168920711771,0.962777580343885,0.518911626773824,SOUTH AMERICA,Hourglass,0.927641632,0.0,1.800748272
Toyama,137.23533425237892,36.7100419475459,"[137.23533425237892, 36.7100419475459]",3.0,3456.61309923754,2.36846543001686,2.43496761119931,2.42422441982366,0.0107431913756466,ASIA,Hourglass,1.063531965,0.0,2.230918222
Duma,36.43020930934983,33.54803380411743,"[36.43020930934983, 33.54803380411743]",281.0,2083.76914907452,1.3448275862069,-0.228423601546709,-1.70824749501313,1.47982389346642,ASIA,Pyramid,2.008102403,0.29684478,0.995124904
Clermont-Ferrand,3.095834067245776,45.81427014746964,"[3.095834067245776, 45.814270147469635]",593.0,5367.51625042697,2.05263157894737,1.00638967813276,0.0129409655515836,0.99344871258118,EUROPE,Pyramid,1.41218985,0.638882564,1.200756001
Blumenau,-49.09162611178451,-26.89629714392637,"[-49.09162611178451, -26.896297143926372]",106.0,7037.95203950776,2.00584795321637,1.04038051247098,0.849802321908627,0.190578190562357,SOUTH AMERICA,Pyramid,1.348636048,0.96783319,1.466361029
Otsu,135.93922698901028,35.03617540200416,"[135.93922698901028, 35.03617540200416]",328.0,4402.51001395153,2.77812696417348,0.316984093209756,0.880029708885628,-0.563045615675873,ASIA,Pyramid,0.704111011,0.045934095,3.299578223
Kassel,9.486615371592409,51.30810420754578,"[9.486615371592407, 51.30810420754578]",112.0,5189.26730549702,2.0093023255814,1.05866512707018,0.779881014122226,0.278784112947956,EUROPE,Pyramid,2.059918597,0.375863018,1.412289685
Hangu,117.79835697072474,39.305969465820894,"[117.79835697072474, 39.305969465820894]",205.0,2899.16530969802,1.74598005292082,0.732337836664235,0.346909659942184,0.385428176722051,ASIA,Pyramid,1.752439366,0.20527555,1.284790751
Saltillo,-100.97865083866522,25.433304491975083,"[-100.97865083866522, 25.433304491975083]",410.0,2470.54948501639,1.83333333333333,-0.264012106865239,-0.9101784222599,0.646166315394662,NORTH AMERICA,Hourglass,0.409803058,0.0,2.170696666
Alajuela,-84.22007316004373,9.98909655864299,"[-84.22007316004373, 9.98909655864299]",112.0,6028.37743898613,1.68421052631579,3.48982150295876,1.85320575157546,1.6366157513833,SOUTH AMERICA,Pyramid,1.278084204,0.966841458,1.393519936
Olinda,-34.87994532094063,-7.961426007452687,"[-34.87994532094063, -7.961426007452687]",256.0,4585.0730506251,2.57539682539683,2.80945065729432,2.22476981468527,0.584680842609056,SOUTH AMERICA,Hourglass,1.226639883,0.0,1.647250881
Rock Island,-90.50008699427896,41.497546776325976,"[-90.50008699427897, 41.497546776325976]",305.0,4306.95211978959,2.5,0.923142292289272,0.619093431603626,0.304048860685646,NORTH AMERICA,Pyramid,1.941135805,0.993249743,1.236798465
Meknes,-5.54946788847665,33.88880355628216,"[-5.54946788847665, 33.88880355628216]",336.0,4327.7047735722,2.18518518518519,0.489007689973498,-0.580159847958104,1.0691675379316,AFRICA,Pyramid,2.303997922,0.294373916,0.745973085
Phan Thiet,107.99401590275023,10.893224973714442,"[107.99401590275023, 10.893224973714442]",505.0,5741.96389265909,2.8249832999332,1.00789813395364,0.788317521187393,0.219580612766246,ASIA,Pyramid,2.53709011,0.149186374,0.529193363
Khujand,69.69790354702458,40.25210779729187,"[69.69790354702458, 40.25210779729187]",187.0,2608.43578862345,2.05293159609121,1.33648787297686,0.824203446205194,0.512284426771662,ASIA,Hourglass,0.504831072,0.0,1.869305784
Guaratingueta,-45.19282215946897,-22.79237750953443,"[-45.19282215946897, -22.79237750953443]",124.0,6466.9265029394,1.525783619818,1.66772840107097,1.16927525663309,0.498453144437876,SOUTH AMERICA,Hourglass,2.164979016,0.0,0.776246691
Bielefeld,8.541557917869728,52.02214471103192,"[8.541557917869728, 52.02214471103192]",53.0,5894.67111680228,2.09090909090909,0.505871657877028,0.0353668464245609,0.470504811452467,EUROPE,Pyramid,2.431098073,0.260739853,1.101646281
Augsburg,10.890692989104284,48.3686214066725,"[10.890692989104284, 48.3686214066725]",362.0,5307.64817931736,2.36274509803922,1.94895897605998,1.4626970699493,0.486261906110687,EUROPE,Hourglass,1.685913406,7.27e-05,1.526223338
Liaoyuan,125.1081609089592,42.918403610130575,"[125.1081609089592, 42.918403610130575]",552.0,3772.95819203175,1.83715596330275,1.43606101532432,0.726362366827239,0.709698648497077,ASIA,Pyramid,2.74931286,0.088610377,1.138369527
Beaver Falls,-80.28371912094224,40.66143953512565,"[-80.28371912094224, 40.66143953512565]",555.0,5602.35536369469,2.57729941291585,-1.20580663223312,-0.556949179462567,-0.648857452770557,NORTH AMERICA,Pyramid,3.580413827,0.153100666,0.578352195
Treviso,12.255655443087202,45.69097621802112,"[12.255655443087202, 45.69097621802112]",20.0,5341.53593673669,1.8671096345515,1.26486489846516,0.618821745499153,0.646043152966004,EUROPE,Pyramid,2.595416682,0.22906825,0.763083232
Miami Beach,-80.16262615104668,25.889405939260552,"[-80.16262615104668, 25.889405939260552]",377.0,3534.94286606396,2.70059880239521,3.83529920554141,3.35833124892823,0.476967956613175,NORTH AMERICA,Hourglass,1.572583382,0.0,2.210401038
Vereeniging,27.88163413242004,-26.67594298679285,"[27.88163413242004, -26.675942986792855]",225.0,3690.74231954294,1.98529411764706,1.27218890371016,0.180321613175926,1.09186729053423,AFRICA,Hourglass,3.353262366,0.0,1.655798719
Joinville,-48.83958750080231,-26.30423985650093,"[-48.83958750080231, -26.304239856500935]",563.0,5850.87046653927,2.17910447761194,2.15212960794294,1.95809323443528,0.194036373507654,SOUTH AMERICA,Hourglass,0.585841836,0.0,2.094399349
Southampton,-1.3578080095557796,50.92171061691001,"[-1.3578080095557796, 50.92171061691001]",226.0,5604.64991920071,2.79242174629325,1.33577011986897,0.811780131096174,0.523989988772795,EUROPE,Pyramid,1.670805353,0.703724359,1.309243984
Ajmer,74.66288529736087,26.462366481857632,"[74.66288529736087, 26.462366481857632]",73.0,3307.7326115408,1.52631578947368,-1.31128786845202,-2.24427284926352,0.932984980811499,ASIA,Pyramid,1.831011853,0.045782084,0.995355635
Campina Grande,-35.882952012782525,-7.180009366090983,"[-35.882952012782525, -7.1800093660909825]",342.0,4718.57043081587,1.31491712707182,0.584160473794055,0.210266877298792,0.373893596495264,SOUTH AMERICA,Hourglass,1.894294762,0.0,0.776684548
Masan,128.64085793108796,35.206924558638015,"[128.64085793108796, 35.206924558638015]",260.0,5063.37480471523,2.63888888888889,2.99064638215279,1.68930291928924,1.30134346286355,ASIA,Hourglass,1.331015804,0.000159291,3.24481247
Sarnia,-82.43769116292896,42.95974954342546,"[-82.43769116292896, 42.95974954342546]",572.0,3979.19439764366,2.68069120961683,0.655403055658098,0.505545089397436,0.149857966260662,NORTH AMERICA,Pyramid,2.287318553,0.899489673,1.083915953
Petersburg,-77.41952509869591,37.286242948875085,"[-77.41952509869591, 37.286242948875085]",495.0,6013.39539702337,2.0442374854482,1.2790877698057,1.22204394573333,0.0570438240723663,NORTH AMERICA,Pyramid,2.616793319,0.607470601,0.617167002
Mataram,116.12952955676144,-8.617255664942,"[116.12952955676144, -8.617255664942]",277.0,6203.42212809895,2.44043321299639,,,,AUSTRALIA,Hourglass,1.30179741,0.0,0.96753933
Cabo Frio,-42.17086638631281,-22.85353785217802,"[-42.17086638631281, -22.85353785217802]",291.0,5305.37479726959,2.74957020057307,1.09161887154463,0.767536104106155,0.324082767438471,SOUTH AMERICA,Hourglass,1.309670223,0.0,1.201528197
Jundiai,-46.84918777373178,-23.19528810505658,"[-46.84918777373178, -23.19528810505658]",585.0,5889.55059935969,1.73877551020408,2.33045741789756,1.82690838794112,0.503549029956432,SOUTH AMERICA,Hourglass,1.05765154,9.54e-06,2.034006751
Spring Hill,-82.54745347745434,28.47957184149389,"[-82.54745347745434, 28.479571841493886]",240.0,5794.76017701249,1.74431818181818,1.82385327837654,1.94821096344867,-0.124357685072129,NORTH AMERICA,Pyramid,0.567257142,0.991848436,1.243303329
Pirai̩vs,23.629259314444493,37.99671680168108,"[23.629259314444493, 37.99671680168108]",,,,,,,,,,,
Independence,-94.41718217083222,39.05477063197404,"[-94.41718217083222, 39.05477063197404]",389.0,5038.71075739666,2.16666666666667,1.39497261355271,0.894666298860842,0.500306314691863,NORTH AMERICA,Hourglass,1.160511751,0.0,1.100995772
Sunderland,-1.4385687990709666,54.91445315550578,"[-1.4385687990709666, 54.91445315550578]",311.0,4697.46324414442,2.87527352297593,1.27312503607024,0.753004661829929,0.520120374240315,EUROPE,Hourglass,2.202653343,0.0,1.191858128
Chemnitz,12.865785878485989,50.84020559455108,"[12.865785878485987, 50.84020559455108]",477.0,5516.7109329496,2.19811320754717,1.01363487472106,0.710732871912889,0.30290200280817,EUROPE,Pyramid,2.181073868,0.725840845,0.903434569
Berkeley,-122.29915673764576,37.90566518078128,"[-122.29915673764575, 37.905665180781284]",20.0,4098.15606644057,2.92900054614964,0.77410058160811,0.827311907234998,-0.0532113256268882,NORTH AMERICA,Hourglass,1.103649883,0.0,2.26579218
Mirput Khas,68.979897144686,25.54268890780409,"[68.979897144686, 25.54268890780409]",408.0,3217.77850374577,1.09368070953437,1.3935974009335,0.164578517526388,1.22901888340712,ASIA,Pyramid,4.059644538,0.010185593,0.192538149
Waterbury,-73.03510532932833,41.55241418610606,"[-73.03510532932833, 41.55241418610606]",349.0,6113.5762586123,1.91820580474934,1.52635897851539,1.26150835585696,0.264850622658427,NORTH AMERICA,Pyramid,1.979220643,0.726858528,0.82611324
Raurkela,84.84185813601727,22.23788298291059,"[84.84185813601727, 22.23788298291059]",229.0,4003.98066744979,1.89613848202397,0.992245974452319,0.160113609919965,0.832132364532354,ASIA,Pyramid,4.612083305,0.565005509,0.884412113
Lafayette1,-92.03125499433284,30.199436974150125,"[-92.03125499433284, 30.199436974150125]",441.0,5735.26123948515,1.68347338935574,1.63837933111685,1.05538412635258,0.582995204764265,NORTH AMERICA,Pyramid,1.143127399,0.338742263,1.219506041
Carpina,-35.30031683654864,-7.82787482191673,"[-35.30031683654864, -7.82787482191673]",387.0,5295.30713125879,1.29264392324094,1.13066013044833,0.737730543853509,0.392929586594821,SOUTH AMERICA,Pyramid,3.94411152,0.293172353,0.207871035
Rio Largo,-35.85873050991003,-9.50970632094061,"[-35.85873050991003, -9.50970632094061]",280.0,5821.2531008226,1.38235294117647,1.41502022542059,1.17137559062988,0.243644634790718,SOUTH AMERICA,Pyramid,4.236227521,0.995831148,0.180840461
Murcia,-1.1765887790800718,38.00712545379525,"[-1.1765887790800718, 38.00712545379525]",539.0,0.0,2.33333333333333,1.31125424206233,0.963595222854583,0.347659019207745,EUROPE,Pyramid,1.965902895,0.981202074,1.372423425
Horlivka,38.09762513147495,48.29675649833454,"[38.09762513147495, 48.29675649833454]",289.0,3836.52876478845,2.49900199600798,0.660042802817574,-0.105819725453448,0.765862528271022,EUROPE,Pyramid,3.186615371,0.156033552,0.753009926
Swansea,-3.9028885551139503,51.642350859496815,"[-3.9028885551139503, 51.642350859496815]",336.0,5898.48333377641,2.89401846647933,1.60143412508168,1.25886104418258,0.3425730808991,EUROPE,Pyramid,2.664640282,0.13875376,0.962921816
Ife,4.597085713850656,7.408222558551008,"[4.597085713850656, 7.408222558551008]",364.0,5607.87223060459,1.5,4.15525883990847,3.3501271719279,0.805131667980573,AFRICA,Hourglass,2.097746309,0.0,0.570582817
Spartanburg,-81.95295539885758,34.960634715955585,"[-81.95295539885758, 34.960634715955585]",234.0,6095.50233872761,1.79770992366412,1.28741438764909,0.977345084803395,0.310069302845692,NORTH AMERICA,Pyramid,3.428682321,0.974916094,0.728046935
Denow,67.89116834960244,38.26611706458259,"[67.89116834960244, 38.26611706458259]",187.0,3510.58810682208,1.39322916666667,2.4896959212446,1.39479223739297,1.09490368385163,ASIA,Pyramid,1.997849404,0.20546334,0.60638359
