City,longitude,latitude,coordinates,Unnamed: 0,mean_ndvi,mean_surface_water,mean_uhi_DayNight,mean_uhi_daytime,mean_uhi_Nighttime,Continent,Class,Skewness,Dip_Statistic,Mean_Height
Chico,-121.83553863904687,39.74447054362141,"[-121.83553863904689, 39.744470543621404]",507.0,4437.50711462451,2.23529411764706,2.9236267878774,1.64023976887445,1.28338701900295,NORTH AMERICA,Hourglass,0.754310927,0.0,1.523189674
Pine Bluff,-92.03006720769562,34.21358299849014,"[-92.03006720769562, 34.21358299849014]",526.0,5730.53105786972,1.87345679012346,2.46121538133607,2.22354793075725,0.237667450578818,NORTH AMERICA,Pyramid,2.04475626,0.931203717,0.752707613
Brasov,25.635444806990066,45.64289885933034,"[25.635444806990062, 45.642898859330344]",178.0,4603.34639787312,1.0,2.14312571146004,1.16998839208422,0.97313731937582,EUROPE,Pyramid,1.428016015,0.992869935,1.171265929
Cotabato,124.24777785250772,7.217800688038197,"[124.24777785250771, 7.217800688038197]",80.0,6881.13815538126,1.9048178613396,,,,ASIA,Pyramid,2.647526859,0.460148485,0.524923242
Livorno,10.333857959157442,43.556789952480784,"[10.333857959157442, 43.556789952480784]",11.0,5537.7071265082,2.87626262626263,2.85742549972507,0.338690350543433,2.51873514918163,EUROPE,Pyramid,1.533839849,0.486726695,1.900825143
Ayutthaya,100.58707769154611,14.356944471052334,"[100.58707769154613, 14.356944471052334]",384.0,5100.16127597577,1.31990378833434,1.74129104824699,1.69672951759965,0.0445615306473413,ASIA,Pyramid,1.569405261,0.99846498,1.471613332
Dasoguz,59.93940188659739,41.85195731877344,"[59.93940188659739, 41.851957318773444]",155.0,1984.34764530417,1.32280049566295,1.92952416996997,0.877056264199352,1.05246790577062,ASIA,Pyramid,0.800431728,0.980880196,1.322984409
Ploiesti,26.026042509940456,44.91699908919882,"[26.026042509940456, 44.91699908919882]",556.0,4283.15697558807,1.90243902439024,1.17764575769226,1.1506935795908,0.0269521781014638,EUROPE,Hourglass,1.243345945,0.000359857,1.496650282
Aiken,-81.72119801871852,33.54014627003483,"[-81.72119801871852, 33.54014627003483]",67.0,6205.88099726361,2.0,1.70229058822786,1.36287691732022,0.339413670907644,NORTH AMERICA,Pyramid,2.790170014,1.0,0.738702672
Tamazunchale,-98.73358974770964,21.27155486235627,"[-98.73358974770964, 21.27155486235627]",390.0,7614.35157032518,1.86868686868687,,,,NORTH AMERICA,Pyramid,7.18503751,0.87789498,0.132468435
Al Karak,35.72166606588576,31.144847588699097,"[35.721666065885756, 31.144847588699097]",96.0,1842.63762139549,2.0,,,,ASIA,Pyramid,3.161805675,0.32504509,0.386426089
Mudon,97.69632022107416,16.293735042230708,"[97.69632022107417, 16.293735042230708]",527.0,4723.77529703699,1.79491833030853,,,,ASIA,Pyramid,3.37539816,0.00166304,0.222221816
Lazaro Cardenas,-102.20282593491838,17.969286640856375,"[-102.20282593491838, 17.969286640856375]",507.0,5100.81795073863,2.27205882352941,1.08777621740521,0.906431919077366,0.181344298327842,NORTH AMERICA,Pyramid,3.332996963,0.955633443,1.190503213
Samandagi,35.98535153909135,36.103446386048574,"[35.98535153909135, 36.103446386048574]",416.0,0.0,2.68927789934354,0.716869842041941,0.318309207172954,0.398560634868986,ASIA,Pyramid,4.266478258,0.365051517,0.284306404
Ipswich,1.1722468447298546,52.058071068874725,"[1.1722468447298546, 52.058071068874725]",413.0,5407.00931254705,2.4,2.728415968505,1.83119552852246,0.89722043998254,EUROPE,Hourglass,1.429908455,0.0,1.252683876
Launceston,147.14599238475375,-41.43724538393472,"[147.14599238475375, -41.437245383934716]",499.0,5617.55235381607,2.23305084745763,1.35353819236137,0.935133418868395,0.418404773492974,AUSTRALIA,Hourglass,0.796516277,3.47e-05,1.633299409
Bowling Green1,-86.4472243395376,36.9662282012697,"[-86.4472243395376, 36.9662282012697]",165.0,0.0,1.6283185840708,1.6345622715866,1.38069773978045,0.253864531806152,NORTH AMERICA,Pyramid,1.721754511,0.117354916,1.156188697
Ensenada,-116.59738453072416,31.845819900361665,"[-116.59738453072416, 31.845819900361665]",380.0,2075.99407734912,2.88217054263566,0.189447444510195,-0.035594844951027,0.225042289461222,NORTH AMERICA,Hourglass,0.174909387,0.0,2.52479084
Arak,49.69278018347042,34.085439287634735,"[49.69278018347042, 34.085439287634735]",270.0,1599.61963752049,1.6,-0.0332380478261116,-1.58585234398004,1.55261429615393,ASIA,Hourglass,1.073831294,0.0,2.042366028
Bechar,-2.230464011096767,31.604620287734388,"[-2.230464011096767, 31.604620287734388]",556.0,1163.98704278813,,-1.36110899271269,-1.62012290656357,0.259013913850882,AFRICA,Hourglass,1.350770218,0.0,0.932079172
Orebro,15.197424979899338,59.27242832667135,"[15.197424979899338, 59.272428326671346]",292.0,4790.3440822183,2.13861386138614,1.61381001125884,1.32767455589645,0.286135455362387,EUROPE,Pyramid,3.000010419,0.922146627,0.945902757
Bolu,31.650438518070768,40.74139070522818,"[31.650438518070768, 40.741390705228184]",131.0,4803.51210294329,1.54545454545455,3.06135452748624,1.71604885748907,1.34530566999717,ASIA,Pyramid,2.538063731,0.80661877,0.58850931
Rybinsk,38.81348951124301,58.06047565998555,"[38.81348951124301, 58.06047565998555]",350.0,3727.31703460673,2.82995951417004,1.9381028200911,1.69499681597698,0.24310600411412,EUROPE,Pyramid,2.252506814,0.8315185,0.959713446
Abu Kamal,40.919678818025616,34.49715782826636,"[40.919678818025616, 34.49715782826636]",26.0,1952.25489137967,1.62043795620438,2.11767249345818,0.551097388466587,1.5665751049916,ASIA,Pyramid,2.92849364,0.670788221,0.461406724
Duluth,-92.11533091891155,46.805793271440784,"[-92.11533091891155, 46.805793271440784]",280.0,2668.14265157677,2.86760563380282,-0.18254069686128,0.121262459050138,-0.303803155911419,NORTH AMERICA,Pyramid,2.624390448,0.993134011,0.936186303
Irbil,44.01687772846191,36.18800911798082,"[44.01687772846191, 36.18800911798082]",421.0,0.0,1.5,0.167854172198126,-1.35676216872384,1.52461634092197,ASIA,Hourglass,0.106525613,0.0,2.76264805
Hail,41.69564545862416,27.52054548295232,"[41.69564545862416, 27.520545482952322]",178.0,866.904596955839,1.78947368421053,-0.883233742199911,-1.16681106440747,0.283577322207561,ASIA,Hourglass,0.182512927,0.0,2.592995275
Fukui,136.22461178557967,36.07778337901584,"[136.22461178557967, 36.07778337901584]",522.0,0.0,2.09659090909091,3.94594812719266,3.30256878270043,0.643379344492231,ASIA,Hourglass,0.508680943,0.0,2.894645338
Cork,-8.460711978714277,51.89113521536656,"[-8.460711978714277, 51.89113521536656]",67.0,5998.18430729963,2.55504587155963,0.936243767107391,0.720591398998469,0.215652368108922,EUROPE,Pyramid,2.027527026,0.992719588,1.156461544
Valladolid1,-4.724727868944793,41.63653557688876,"[-4.724727868944793, 41.63653557688876]",188.0,3230.88882432969,2.54,2.60177047039214,1.40928651559095,1.1924839548012,EUROPE,Pyramid,1.271308406,0.996371694,2.311808168
Bremerhaven,8.59692470020832,53.56196586372312,"[8.59692470020832, 53.56196586372312]",185.0,4883.73965999923,2.69718309859155,1.04244250694893,0.503966986063491,0.53847552088544,EUROPE,Pyramid,1.465825283,0.029568948,1.680364286
Yakima,-120.53954050985692,46.590647005054485,"[-120.53954050985693, 46.590647005054485]",460.0,3978.07870224413,2.09090909090909,1.62098788630726,1.1237204262524,0.497267460054863,NORTH AMERICA,Hourglass,0.313707753,0.0,1.908750053
Hindupur,77.49099980334383,13.836777504391188,"[77.49099980334383, 13.836777504391188]",260.0,3380.74851168879,1.26785714285714,-0.0422691868331561,-0.755733743023413,0.713464556190257,ASIA,Pyramid,2.876800861,0.977510565,0.342723586
Owensboro,-87.10786966506659,37.75366115210019,"[-87.10786966506659, 37.75366115210019]",351.0,0.0,2.17523364485981,3.31805514352611,2.94074880923682,0.377306334289292,NORTH AMERICA,Pyramid,1.513295901,0.002729128,1.417074044
Troyes,4.073183405509382,48.29418543065934,"[4.073183405509382, 48.29418543065934]",35.0,4900.91607617679,2.07692307692308,1.65843118931174,1.06666638497025,0.591764804341482,EUROPE,Pyramid,1.936142366,0.003734605,1.577677389
Nandyal,78.48368923830073,15.487289979720606,"[78.48368923830073, 15.487289979720606]",20.0,4259.05916505088,1.96531791907514,1.04741332049553,0.335565686913637,0.711847633581896,ASIA,Pyramid,2.984564086,0.996749962,0.400481395
Lorient,-3.384553038506134,47.74865186341193,"[-3.384553038506134, 47.74865186341193]",43.0,5498.26723240567,2.78245614035088,1.43748286215342,0.94134113707773,0.496141725075695,EUROPE,Pyramid,1.406495855,0.932962474,0.937494095
Nanaimo,-123.98583780426678,49.19287169654169,"[-123.98583780426678, 49.19287169654169]",13.0,6094.79690947441,2.94619289340102,0.439264536551112,0.571296816471064,-0.132032279919952,NORTH AMERICA,Pyramid,1.003425139,0.552536784,1.401235016
Ciudad Obregon,-109.9379890706263,27.490356510464977,"[-109.9379890706263, 27.490356510464977]",583.0,3129.97744167496,1.85333333333333,3.10455079590943,1.05129543927122,2.05325535663821,NORTH AMERICA,Hourglass,0.512089635,0.0,1.740437125
Imperatriz,-47.46322830793496,-5.5093738912332455,"[-47.463228307934955, -5.5093738912332455]",386.0,5127.6845412287,1.96078431372549,3.29326779234971,2.08302879787881,1.21023899447089,SOUTH AMERICA,Hourglass,0.66595117,0.0,1.177688761
Toowoomba,151.93990410504597,-27.56453449752768,"[151.93990410504597, -27.564534497527678]",586.0,4512.28476647576,1.92307692307692,-0.635711755268733,-0.795171990144223,0.15946023487549,AUSTRALIA,Hourglass,0.128460954,0.0,2.131649274
Tamale,-0.8502576012714987,9.416203044759982,"[-0.8502576012714987, 9.416203044759982]",388.0,3522.15637150937,1.47368421052632,0.919809243489992,0.398322415451974,0.521486828038017,AFRICA,Hourglass,-0.342692248,0.0,2.523166873
Coatzacoalcos,-94.42896841420566,18.133038163812216,"[-94.42896841420566, 18.133038163812216]",4.0,4210.02138712914,2.47772657450077,2.86683647828001,2.51222014344196,0.354616334838049,NORTH AMERICA,Hourglass,0.60125653,0.0,2.108847622
Santa Maria1,-120.43397566588378,34.92012898787681,"[-120.43397566588378, 34.92012898787681]",516.0,3438.02989946468,2.0,2.22727043788164,1.31859966814029,0.908670769741358,NORTH AMERICA,Hourglass,0.47264714,0.0,1.542008443
Tuticorin,78.13364666813908,8.817289027229085,"[78.13364666813908, 8.817289027229085]",91.0,3301.11120511006,1.94722222222222,0.164413350831035,-0.0374171675091057,0.201830518340141,ASIA,Hourglass,1.066509774,0.0,0.941608162
Helsingborg,12.72278952433905,56.05637281520821,"[12.72278952433905, 56.05637281520821]",244.0,4677.29636555564,2.98053278688525,1.14865204102924,0.670149528919916,0.478502512109322,EUROPE,Pyramid,3.20692937,0.992432505,1.187123216
Bengkulu,102.296977491872,-3.813748644547765,"[102.296977491872, -3.8137486445477644]",2.0,5926.52866321473,2.79425837320574,,,,ASIA,Hourglass,0.563942291,0.0,1.475603883
Hirosaki,140.47219428457947,40.60736685100215,"[140.47219428457947, 40.60736685100215]",264.0,3703.29048295455,1.74489795918367,2.9176150312312,2.72312647793256,0.194488553298637,ASIA,Hourglass,1.34285589,0.0,1.640399673
Ravenna,12.224215303118044,44.43665392546835,"[12.224215303118044, 44.43665392546835]",230.0,4539.4785845722,2.62267343485618,1.76496887725349,1.00921259849446,0.755756278759031,EUROPE,Pyramid,2.381628416,0.303688114,1.159036706
Acarigua,-69.20782382597903,9.565141067655352,"[-69.20782382597903, 9.565141067655352]",30.0,4582.43883779264,1.19101123595506,1.61028532246058,1.38263625662746,0.227649065833121,SOUTH AMERICA,Hourglass,0.448338343,0.0,2.037241883
Pematangsiantar,99.08822074655578,2.977314863169788,"[99.08822074655578, 2.977314863169788]",467.0,6109.41297380156,1.37723214285714,,,,ASIA,Pyramid,1.830947866,0.416747651,1.231874686
Debrecen,21.640475434779024,47.52640912687852,"[21.640475434779024, 47.52640912687852]",172.0,4773.17973055726,1.65217391304348,2.26564036676402,1.80652697380106,0.459113392962964,EUROPE,Hourglass,0.673147181,0.0,1.148053178
Jefferson City,-92.20962866666387,38.57198043096684,"[-92.20962866666387, 38.57198043096684]",511.0,5211.68833325189,1.8036253776435,1.01172579801733,0.712806571602616,0.298919226414719,NORTH AMERICA,Pyramid,2.27500203,1.0,0.875851018
St. John,-66.05514418269917,45.28552042858188,"[-66.05514418269917, 45.285520428581876]",255.0,4098.56123331108,2.86735445836404,0.919594894879713,1.12024844345256,-0.200653548572851,NORTH AMERICA,Pyramid,5.121389495,0.648292442,0.52530811
Nha Trang,109.16555183174124,12.256096028205162,"[109.16555183174123, 12.256096028205162]",114.0,4094.99432742659,2.26788990825688,-0.0541043784170543,-0.0730751078715298,0.0189707294544754,ASIA,Pyramid,0.901623204,0.992086808,1.694712263
Fort-de-France,-61.04841306265058,14.625497927610706,"[-61.04841306265058, 14.625497927610706]",493.0,5831.99386770799,2.74257425742574,1.26557151874276,0.88483056208837,0.380740956654393,SOUTH AMERICA,Pyramid,1.041233173,0.866668046,1.493744507
Bloomington1,-86.53424670756976,39.15638718175683,"[-86.53424670756976, 39.15638718175683]",103.0,5533.22736227874,1.65625,1.59580815651016,1.29663684298116,0.299171313529004,NORTH AMERICA,Pyramid,2.184667996,0.990564922,1.322018284
Linchuan,116.35633905492074,27.996013512465648,"[116.35633905492074, 27.996013512465648]",578.0,3895.84115473996,1.95042735042735,2.060172453677,1.11149366213236,0.948678791544638,ASIA,Pyramid,1.764042846,0.916256174,1.68682163
Idaho Falls,-112.01376599603078,43.49159231111064,"[-112.01376599603078, 43.49159231111064]",361.0,3385.46860606828,2.53061224489796,1.69436711486492,0.998424314720146,0.695942800144775,NORTH AMERICA,Pyramid,0.908727815,0.010977535,1.294221967
Miri,113.9989824976252,4.405180397847883,"[113.99898249762519, 4.405180397847883]",406.0,5090.94974910438,2.50831024930748,1.80747028211444,1.2678896932179,0.539580588896538,ASIA,Pyramid,2.933914175,0.996922916,1.195581462
Oviedo,-5.806370745152814,43.38801284544629,"[-5.806370745152814, 43.38801284544629]",349.0,6884.23281939193,1.33333333333333,1.40458148331164,0.863288137224258,0.541293346087382,EUROPE,Pyramid,2.147193502,0.982392927,1.261472009
Amiens,2.300742878782821,49.88980846564024,"[2.3007428787828212, 49.889808465640236]",185.0,5208.7180869127,2.00862068965517,1.59163910178138,1.01694239724351,0.574696704537874,EUROPE,Pyramid,2.339229112,0.991705526,1.151446482
Santa Cruz de Tenerife,-16.301419202976632,28.46373573272232,"[-16.301419202976632, 28.463735732722313]",507.0,3636.46599243283,2.83833718244804,,,,AFRICA,Pyramid,2.000397188,1.0,1.520063367
Decatur,-88.9509726186897,39.86895816346104,"[-88.9509726186897, 39.86895816346104]",173.0,4564.23118011522,2.2089552238806,1.35334444750135,1.11024203483627,0.243102412665084,NORTH AMERICA,Pyramid,3.002835713,0.921010233,1.52731897
Le Mans,0.1920683209247191,47.98714872025695,"[0.19206832092471915, 47.98714872025695]",509.0,5410.09675207039,2.30075187969925,2.38318977026793,1.80643670195991,0.576753068308023,EUROPE,Hourglass,1.021979972,0.0,1.766002203
Arecibo,-66.76144726781438,18.441042827174737,"[-66.76144726781438, 18.441042827174737]",287.0,6378.73106957888,2.79906542056075,0.421835726307285,0.0356431608238534,0.386192565483432,SOUTH AMERICA,Pyramid,1.756713917,0.788096541,0.825838653
Zabol,61.51911547718173,31.030199685332605,"[61.51911547718173, 31.030199685332605]",537.0,1309.92846884151,1.06040268456376,-3.18308900193779,-3.43033870478361,0.247249702845818,ASIA,Hourglass,1.699723187,0.0,0.599306883
Fengjie,109.4709334397754,31.10347719657352,"[109.47093343977541, 31.10347719657352]",444.0,5661.25288089612,2.32371794871795,,,,ASIA,Pyramid,8.631593232,0.275464177,0.031781014
